days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.34,7.15,7.63,4.21,5.53,5.64,6.31,5.25,7.62,4.9,5.37,7.58,4.49,4.26,5.86,6.34,6.4,5.99,7.0,4.65,6.76,5.45,4.3,3.71,4.14,5.62,6.21,5.13,4.33,8.03,5.5,7.92,6.7,7.62,6.18,6.02,5.29,5.02,5.83,5.93,4.26,6.14,3.43,5.64,8.23,5.8,5.31,5.94,5.1,5.05,5.97,5.77,5.96,6.07,4.18,4.53,5.74,6.82,5.4,4.8,6.4,4.76,7.3,6.01,8.18,7.57,7.44,6.9,5.48,4.89,6.85,5.52,7.03,6.4,4.44,6.21,5.65,4.48,4.77,4.81,4.87,4.93,5.86,4.66,8.0,6.67,6.32,6.49,4.83,7.36,6.44,5.09,5.39,5.89,5.07,5.13,4.7,5.26,7.94,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,6.34,2.97,3.59,4.56,1.92,4.51,0.0,6.14,4.22,3.5,1.72,4.38,1.96,4.98,4.44,1.06,6.2,2.04,0.04,3.01,3.21,3.78,0.0,2.66,4.92,0.0,2.91,0.35,3.71,1.55,6.67,1.22,6.07,2.02,2.74,2.42,2.38,0.42,0.0,1.55,1.87,0.0,0.0,2.22,5.06,3.57,5.72,1.85,0.73,4.18,4.4,6.18,2.44,8.6,5.81,4.78,0.0,1.61,2.55,3.06,0.0,0.21,5.31,3.38,8.75,0.36,4.56,6.24,6.16,2.96,0.0,0.0,1.05,5.67,5.06,0.23,0.22,2.1,2.12,0.38,6.56,1.32,3.41,1.98,1.98,4.55,0.05,7.79,1.99,5.2,6.5,2.99,4.34,0.0,2.74,3.36,0.0,5.56,2.64,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,22.68,16.45,13.44,19.25,8.17,18.7,0.0,22.48,18.62,14.5,5.89,16.24,7.26,18.85,16.82,6.81,23.36,9.29,1.76,11.99,13.38,14.34,0.0,10.38,17.91,0.18,10.91,1.65,14.18,7.33,22.91,5.85,23.89,9.23,10.79,10.22,9.68,5.74,0.0,8.14,7.84,2.55,0.0,10.14,17.61,15.1,20.74,9.69,4.06,15.39,17.01,22.07,9.71,32.05,20.14,18.96,0.0,8.06,10.92,12.65,0.0,1.16,18.66,11.39,31.56,3.84,18.0,24.0,24.16,11.75,0.48,1.46,4.55,20.77,18.28,4.37,3.52,8.91,10.0,3.97,22.01,5.29,12.54,9.25,7.36,15.9,2.69,27.0,8.42,20.81,22.02,9.78,17.41,0.0,9.36,13.31,0.0,19.84,10.16,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,48.61,37.62,33.09,49.06,21.0,40.26,0.0,53.27,42.12,38.74,16.87,38.78,21.73,48.35,43.53,20.28,52.74,24.26,14.74,32.88,34.23,34.57,5.22,26.94,43.18,11.31,27.02,11.89,32.4,16.81,57.85,16.18,56.63,16.82,28.35,22.34,25.81,22.42,0.0,28.81,21.67,15.33,5.4,24.46,41.41,27.77,49.98,23.69,13.02,34.5,37.86,46.33,23.03,69.62,47.02,39.68,0.0,22.84,29.19,31.42,0.0,6.43,38.65,25.28,65.17,14.05,42.68,58.03,58.79,22.23,10.01,7.68,13.83,45.11,43.45,16.74,9.91,24.45,29.09,15.12,48.13,20.34,24.82,21.57,18.14,42.02,10.16,62.3,22.37,43.69,47.44,25.32,41.94,2.88,23.25,34.06,0.0,43.28,29.54,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.92,85.6,62.57,66.71,75.78,42.57,61.55,0.0,85.72,73.75,67.01,40.11,58.41,47.91,77.9,74.56,37.95,85.55,42.21,29.39,56.38,62.73,63.85,8.78,45.89,75.16,23.22,51.54,34.3,54.42,30.6,91.3,22.0,94.79,34.53,52.29,44.33,56.84,47.76,4.68,53.08,33.22,37.43,15.05,43.75,70.54,46.6,89.24,45.01,29.74,56.58,73.14,72.1,50.68,101.56,76.7,75.18,7.86,42.34,59.07,61.87,0.0,25.03,69.85,40.47,100.18,32.46,70.19,89.69,102.17,48.21,36.81,18.19,36.61,76.94,80.42,36.53,16.92,40.76,51.01,38.35,70.98,46.92,38.55,36.1,38.99,66.94,26.45,89.93,45.3,79.38,81.57,39.66,64.27,14.03,54.08,54.45,6.99,60.98,51.27,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.64,113.35,73.21,92.76,95.27,79.24,90.99,12.31,104.6,95.72,73.57,61.35,66.57,70.53,106.14,110.35,38.27,112.19,56.93,53.47,67.65,75.51,83.39,40.25,65.64,106.86,34.55,68.99,48.01,77.47,36.96,114.17,25.37,119.29,70.93,68.12,66.84,88.28,75.97,19.64,66.88,33.26,55.02,34.79,63.91,101.03,83.08,111.0,72.34,35.74,74.44,105.71,92.14,83.13,123.53,99.72,103.23,18.99,68.15,88.67,86.53,0.38,40.47,104.72,71.26,123.43,56.66,105.44,116.4,122.7,71.95,91.09,42.82,49.53,100.73,101.18,53.16,30.45,53.69,67.12,56.6,84.35,64.37,68.98,54.72,55.55,86.89,33.35,107.01,58.94,112.14,92.3,50.82,88.67,39.29,86.04,58.65,14.02,100.0,76.06,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12,111.55,78.96,106.44,99.49,82.13,94.61,31.14,111.59,101.55,74.29,73.12,67.08,60.91,113.62,116.14,34.7,118.74,57.22,70.83,75.62,95.89,73.76,63.63,77.41,104.45,44.47,61.45,73.06,85.2,51.71,117.22,36.93,110.75,78.24,72.59,61.55,70.79,84.35,47.02,67.29,44.73,56.03,33.4,75.37,106.95,101.03,103.06,74.01,44.27,90.77,108.33,100.06,98.07,128.51,94.0,106.28,15.32,73.59,88.93,94.93,17.66,55.89,91.2,76.13,129.5,72.62,111.92,114.38,120.92,88.6,82.07,46.32,60.66,103.7,94.63,62.95,48.05,68.01,61.4,73.1,83.69,59.29,76.83,56.57,60.27,94.73,47.56,92.64,62.94,117.93,93.6,55.19,91.41,58.89,102.99,55.07,29.48,105.25,71.0,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.03,99.22,74.66,124.44,127.37,91.32,93.96,39.07,121.84,108.07,93.8,75.94,78.57,62.59,120.42,111.65,54.93,120.69,61.67,87.89,102.87,118.03,81.74,89.15,102.77,109.73,57.17,65.44,94.58,106.08,59.3,121.84,39.29,97.89,88.44,83.97,71.06,65.86,99.23,77.72,87.75,61.39,76.98,25.94,81.24,97.76,110.17,120.22,81.8,53.19,92.93,123.16,113.15,95.29,136.48,101.51,104.11,54.67,86.51,97.09,97.23,31.81,75.73,86.91,78.63,122.68,80.38,114.91,120.51,132.05,98.97,80.33,74.63,86.59,108.68,105.77,74.45,61.02,84.32,79.73,78.83,96.9,60.95,82.15,62.66,73.36,112.46,73.75,85.98,60.76,118.04,93.13,71.75,102.03,76.71,106.92,58.07,39.89,114.56,77.53,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.23,97.34,88.13,118.55,134.06,93.6,90.94,47.62,122.75,106.26,86.81,85.95,61.87,65.42,97.61,93.5,69.72,100.03,55.22,86.2,114.28,111.31,86.67,87.6,105.67,113.42,55.26,76.87,90.03,111.9,65.61,108.88,56.65,95.26,84.48,91.7,63.53,58.02,94.37,69.37,78.22,61.97,110.7,30.31,81.25,105.87,105.48,104.8,81.66,71.4,96.29,126.16,102.88,103.34,126.69,103.8,86.66,66.55,91.56,83.93,114.3,53.5,90.58,87.33,77.66,112.74,86.53,104.88,109.21,130.87,108.18,94.66,77.47,98.62,109.48,105.94,79.01,89.1,97.97,82.94,68.8,95.85,66.7,86.76,88.12,66.78,99.74,73.96,89.55,67.37,109.12,81.23,82.49,87.68,82.49,103.67,70.74,50.1,111.12,68.78,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.97,74.46,73.6,85.85,101.37,72.11,85.01,56.92,98.31,90.57,79.09,77.8,63.13,55.29,83.91,75.06,68.35,75.88,59.83,70.3,86.22,92.08,91.89,69.27,76.24,103.8,49.75,63.15,79.66,81.27,65.87,81.83,50.16,74.69,73.11,73.4,65.65,55.39,72.9,54.03,68.46,46.2,102.16,31.42,54.06,76.8,91.32,88.06,79.53,64.33,78.04,94.97,92.52,87.35,89.03,84.36,73.93,68.65,84.61,66.24,101.39,40.67,71.35,81.07,56.8,92.64,84.98,83.89,85.26,100.97,97.81,68.93,63.38,76.33,89.33,90.98,63.38,62.23,87.51,81.54,45.44,64.8,61.41,65.11,80.48,66.51,83.34,57.23,81.44,63.13,98.91,71.17,63.04,77.57,59.14,82.45,61.55,40.58,91.22,55.19,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72,43.86,43.87,46.06,53.21,38.04,51.75,46.91,51.54,48.56,52.25,42.56,40.59,39.67,48.62,41.25,48.4,46.23,40.18,39.43,56.59,60.44,58.07,44.56,44.01,55.41,31.39,30.46,50.4,41.15,36.35,51.97,28.24,44.68,45.96,44.33,43.48,39.86,39.44,36.53,41.88,27.42,63.75,27.63,33.5,38.46,56.1,58.17,42.39,32.41,45.4,54.37,54.52,50.07,46.78,49.03,51.16,45.7,47.21,37.86,58.76,33.47,46.54,47.03,39.86,48.5,55.01,46.25,45.72,52.68,58.17,34.7,50.64,48.84,53.24,47.45,38.03,42.37,54.45,47.97,33.99,37.95,36.91,31.89,48.57,46.41,47.29,39.85,56.84,36.95,54.8,46.65,43.95,49.03,37.81,56.43,36.36,29.34,51.27,30.08,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,13.8,14.51,15.91,16.76,14.99,18.36,16.91,15.98,15.96,16.36,16.14,12.28,13.05,17.68,10.8,13.63,10.96,14.26,13.73,19.73,21.03,17.04,17.98,14.53,17.69,10.94,10.38,15.99,12.95,11.09,17.7,10.12,15.27,16.76,15.4,15.47,16.49,14.47,10.45,14.86,8.12,20.7,8.13,11.57,12.62,19.65,17.17,14.51,10.35,17.67,16.56,18.12,16.0,14.76,12.88,13.96,14.07,16.74,14.93,17.46,15.16,15.53,15.59,12.01,17.06,17.48,15.86,16.1,15.39,18.4,11.9,17.44,16.8,18.25,17.22,11.18,13.79,16.64,14.47,15.09,12.64,14.49,9.34,16.38,15.5,13.17,15.53,20.46,16.5,17.67,15.07,13.37,17.71,12.56,17.58,12.39,9.01,15.6,11.4,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,3.84,5.51,6.46,6.45,6.95,7.54,6.96,6.6,6.51,6.32,6.17,4.64,5.63,7.63,5.2,4.87,4.56,6.01,5.05,6.71,8.43,6.67,7.09,5.71,6.08,4.1,5.51,5.29,5.34,4.49,7.3,3.97,5.51,7.02,5.79,4.94,6.73,6.39,5.3,6.03,4.12,7.8,4.44,4.9,5.27,6.56,5.82,5.63,4.29,6.55,7.29,6.45,7.16,6.38,4.64,5.89,5.65,5.9,6.1,7.15,5.35,5.53,6.56,5.71,7.39,6.89,6.68,5.22,5.84,6.72,4.93,6.08,7.05,7.28,6.6,4.57,5.05,6.08,4.97,6.52,4.58,6.35,4.04,5.63,5.68,4.82,6.52,8.72,6.75,6.99,5.28,4.97,6.53,5.08,7.39,5.44,3.37,6.28,5.35,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,2.41,3.37,3.56,5.71,2.04,3.58,0.0,0.26,3.32,3.66,3.42,0.39,0.0,0.82,5.38,8.2,8.53,3.23,3.02,2.38,6.53,5.55,3.72,5.71,0.6,4.6,6.14,0.13,0.0,2.35,2.59,5.48,5.6,3.69,1.59,5.68,1.97,3.73,0.0,5.86,4.17,2.85,3.45,3.83,1.0,0.0,1.43,1.71,2.99,1.92,3.72,5.37,5.78,0.0,0.54,3.99,5.32,1.7,0.74,1.55,3.31,5.56,2.22,0.09,6.56,1.45,4.29,0.0,0.0,5.64,6.47,1.45,3.53,1.01,5.71,5.02,0.01,2.79,0.35,5.77,2.61,4.63,8.67,1.31,2.92,1.76,3.34,6.98,0.97,2.18,5.94,1.13,7.03,1.51,6.93,0.28,1.73,2.49,6.97,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,12.61,10.33,15.15,22.67,8.99,13.99,0.0,4.82,14.36,13.66,13.28,3.13,0.0,6.06,19.57,26.73,29.33,10.45,12.56,9.71,26.2,19.05,12.74,18.74,3.05,20.47,22.32,4.6,0.04,10.98,12.77,18.68,21.39,14.32,7.37,20.59,9.76,13.28,0.53,23.66,15.68,12.67,14.38,15.4,3.73,0.0,7.2,8.45,13.23,10.41,14.57,21.42,22.71,1.81,2.46,13.12,21.1,9.24,5.31,5.32,12.38,19.12,10.59,2.11,23.44,9.18,15.35,0.21,0.0,20.79,23.51,6.97,15.64,3.94,20.71,14.66,0.0,11.13,5.04,21.78,8.98,16.6,31.89,7.75,11.55,7.88,12.96,24.45,5.58,10.09,24.58,6.15,27.84,7.42,24.57,2.51,7.27,9.21,23.2,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19,27.52,25.31,45.4,54.37,21.9,29.82,9.02,19.82,35.63,35.97,35.47,11.57,0.74,16.65,43.9,55.2,62.38,28.06,34.4,25.7,62.61,42.92,29.48,47.15,10.71,49.91,51.72,12.68,5.42,27.65,29.72,41.93,49.13,35.26,16.25,44.61,26.73,32.03,5.71,54.43,31.97,35.89,30.53,36.14,15.12,0.0,22.49,18.81,30.65,22.88,31.79,53.89,54.12,7.46,9.74,30.95,46.3,23.09,19.75,11.65,26.79,41.24,26.3,5.43,53.98,22.3,36.12,11.19,0.0,45.02,52.79,17.94,42.91,15.64,51.62,34.03,1.49,26.53,17.56,47.66,28.36,38.22,69.73,18.96,29.8,24.58,33.88,54.41,14.56,23.5,59.43,16.11,65.07,21.14,56.52,11.39,12.49,22.9,56.98,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,61.29,59.88,71.72,89.21,39.16,54.56,33.03,39.08,45.3,71.47,59.52,18.81,5.45,42.43,70.98,85.38,104.83,53.99,68.19,37.21,103.04,69.47,55.69,81.74,36.35,91.5,81.42,28.72,25.54,57.72,57.47,75.07,81.35,61.67,35.09,76.78,43.1,52.56,10.97,86.84,67.43,54.73,64.28,68.31,37.13,0.0,45.28,40.47,57.03,42.08,63.14,85.59,87.26,17.91,29.18,56.85,71.83,46.72,32.62,36.82,46.9,64.76,45.33,21.53,91.77,40.12,62.1,33.46,10.14,68.65,87.73,38.21,77.27,29.13,83.46,68.18,13.28,56.66,41.23,78.13,57.53,58.79,106.34,37.52,54.45,47.57,63.78,91.85,32.6,34.02,103.3,26.24,106.0,41.2,98.48,27.08,20.01,54.66,101.98,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.78,83.88,82.53,91.66,104.29,61.54,76.25,62.69,54.42,58.38,96.15,85.11,37.45,18.45,55.49,94.86,110.11,110.42,66.76,87.96,52.48,132.08,83.87,72.22,97.67,63.25,132.11,123.5,46.81,45.05,75.9,76.8,105.4,87.53,74.05,36.26,81.67,54.98,76.37,17.05,114.48,100.51,70.48,96.73,99.65,48.34,0.0,52.24,75.6,75.41,66.72,93.03,110.36,110.93,38.46,47.86,82.27,86.98,63.38,57.75,56.36,58.19,91.04,75.14,47.31,113.18,61.29,80.98,62.46,32.5,93.93,105.1,57.4,100.61,57.34,102.26,89.86,29.25,80.92,66.63,106.05,68.24,89.52,148.2,55.96,71.83,64.03,77.52,131.01,49.47,52.5,127.22,41.7,138.1,72.46,120.75,43.01,34.14,84.07,121.17,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.16,110.32,83.53,104.52,93.51,77.94,72.66,66.04,67.3,66.9,100.35,84.46,50.46,40.24,50.81,101.73,104.82,109.25,80.64,80.08,82.28,122.88,95.42,56.11,102.67,77.83,119.47,140.11,45.12,64.59,84.21,75.86,122.73,86.42,80.65,34.65,91.4,51.37,88.64,31.67,112.15,113.68,65.91,101.55,92.46,56.75,10.41,59.58,83.94,83.14,73.6,107.33,125.39,111.48,51.06,59.46,87.09,102.38,85.98,74.2,55.76,69.44,94.81,83.39,66.13,112.96,68.89,87.86,72.94,38.94,99.86,99.36,80.99,116.29,73.51,96.79,94.8,15.38,81.07,64.98,104.32,71.48,91.46,165.37,76.15,73.67,65.37,82.62,118.56,50.53,51.66,121.47,40.25,129.15,85.47,114.18,44.91,48.17,92.73,117.92,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37,129.12,73.07,111.47,89.97,90.08,75.15,87.91,70.25,81.97,121.35,105.6,69.49,67.98,53.05,99.94,107.66,121.02,86.46,73.44,92.99,128.87,102.24,47.77,107.37,95.79,116.23,150.83,42.43,79.87,87.51,80.91,135.15,94.33,105.83,68.29,96.65,64.84,81.3,55.91,116.07,125.88,70.2,111.58,98.11,76.37,15.93,86.69,92.85,93.47,71.94,123.48,126.1,123.2,71.35,83.73,104.13,123.96,87.54,92.04,60.98,79.46,99.64,84.85,65.57,113.55,90.21,90.46,71.23,43.89,118.89,104.57,112.04,130.52,105.69,93.63,96.95,37.16,91.71,67.0,109.2,82.18,97.08,152.56,95.25,67.94,81.44,94.21,129.92,67.87,57.74,109.25,31.45,138.73,92.43,125.61,50.29,64.25,103.66,104.77,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.21,120.61,69.02,116.76,78.61,97.92,73.28,83.91,82.37,77.96,128.04,101.83,78.04,77.06,49.19,82.53,107.7,104.76,76.51,82.58,102.47,133.7,99.98,60.56,126.5,91.71,112.52,121.01,39.72,80.51,96.97,92.99,120.38,98.82,116.22,72.25,105.28,72.1,73.7,65.27,109.26,104.62,63.79,97.76,76.16,73.47,36.68,87.42,97.87,87.76,56.36,119.85,122.31,109.83,85.72,72.84,102.8,130.69,78.95,95.77,67.12,80.8,95.31,73.35,75.02,92.54,88.31,88.24,79.11,59.5,124.19,91.62,114.27,115.89,107.7,101.3,89.65,50.51,68.45,61.07,120.54,84.74,86.11,146.9,103.42,53.07,85.12,90.11,110.19,75.71,50.28,77.79,39.21,127.78,98.86,114.93,45.07,73.94,122.83,92.84,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.14,93.3,53.24,98.38,69.95,75.55,73.63,82.41,74.05,61.13,91.51,77.67,77.21,70.94,37.8,74.8,80.58,80.8,72.5,73.48,81.74,104.99,71.89,49.75,91.79,78.52,93.76,96.7,53.14,73.44,76.4,90.78,102.85,77.4,83.61,65.73,84.01,50.43,63.96,65.26,91.69,91.07,59.96,67.76,58.39,55.59,40.53,67.96,74.17,70.58,43.01,98.17,81.2,93.9,75.98,62.52,85.49,111.5,71.58,74.4,56.84,75.41,79.17,63.76,70.91,73.19,80.47,72.64,65.18,46.45,104.93,68.38,96.79,91.51,89.7,79.14,77.07,53.74,58.02,46.79,104.98,61.03,64.4,118.95,92.99,38.55,83.3,76.95,90.64,64.6,52.6,40.15,49.17,99.68,90.85,92.58,42.12,49.01,104.75,69.42,,,,,,,0.9
